3;4;5;6;7
0.85;0.67;0.82;0.72;0.06
0.85;0.55;0.05;0.06;0.68
0.82;0.89;0.05;0.78;0.74
0.89;0.76;0.82;0.05;0.73
0.83;1.00;0.83;0.07;0.62
0.83;1.00;0.72;0.06;0.04
0.89;0.81;0.93;0.74;0.73
0.82;0.81;0.70;0.04;0.91
0.92;0.81;0.83;;0.68
0.82;0.81;0.62;;0.05
;1.00;0.82;;0.05
;1.00;0.06;;0.09
;0.73;0.05;;0.07
;;0.04;;0.59
;;0.83;;0.07
;;0.05;;
;;1.00;;
;;0.78;;
