3;4;5;6;7
11;12;14;18;15
11;11;13;18;19
9;17;13;18;20
8;13;14;13;19
10;12;15;18;23
10;12;18;18;10
8;13;14;17;19
9;13;14;13;20
11;13;15;;19
9;13;15;;14
;13;14;;18
;12;17;;7
;11;12;;20
;;11;;19
;;15;;21
;;12;;
;;12;;
;;14;;
