11;12;14;17;16
11;11;13;17;19
9;16;13;18;19
8;13;14;12;18
9;12;15;18;21
9;12;17;18;10
8;13;13;17;18
9;13;14;14;20
11;13;15;;20
9;13;15;;15
;13;14;;17
;12;18;;7
;11;12;;22
;;10;;19
;;15;;18
;;12;;
;;12;;
;;14;;
