3;4;5;6
0.45;0.34;0.38;0.07
0.34;0.69;0.23;0.28
0.36;0.79;0.17;0.13
1;0.1;0.72;0.2
0.8;0.21;0.78;0.08
0.82;0.38;0.17;0.44
0.38;0.79;0.64;0.6
0.36;0.79;0.14;0.08
0.69;0.79;0.13;0.26
0.79;0.79;0.37;
0.36;0.8;0.23;
;0.79;0.06;
;0.79;0.11;
;0.8;0.11;
;0.79;0.09;
;0.79;0.56;
;0.85;0.14;
;0.79;0.14;
;0.2;;
