3;4;5;6
10;11;13;15
10;11;14;17
10;11;9;15
9;11;14;17
8;5;14;15
9;4;8;12
9;11;8;13
8;11;13;14
9;11;13;15
9;11;7;
9;12;14;
;11;7;
;11;12;
;12;12;
;11;13;
;11;10;
;11;12;
;11;13;
;6;;
