3;4;5;6
10;11;12;15
10;11;14;16
10;11;11;13
9;10;13;17
8;8;14;14
9;5;10;12
9;11;7;18
8;11;14;16
9;11;13;15
11;11;7;
10;12;13;
;11;14;
;11;12;
;12;12;
;11;14;
;11;9;
;11;13;
;11;13;
;9;;
